0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
6.4024944,0.19885711,0.011250008,0.07940599,0.04321774,-0.021846589,0.0004830647,-0.031303108,-0.025262078,0.019429777,-0.022959696,0.009981552,0.009290043,-0.009839365,0.013786426,0.042478707,-0.024650738,0.03773783,0.010344635,0.013673169,-0.0032977911,0.015128032,-0.012547543,0.012907022,-0.0050096926,0.00780266,-0.013531484,0.0008186499,0.0035939352,0.0019335207,0.0008654987,0.013718589,-0.006650596,0.013546157,-0.009692571,0.008490302,-0.0065122754,0.00061427127,-0.00674198,mineiro
6.286354,0.14355332,0.019780414,0.13650905,0.04089126,-0.027417243,-0.009537555,-0.016286377,-0.040308118,0.03708118,-0.0032656132,0.0026304761,-4.5541095e-05,0.0019909616,-0.0030525357,0.024064632,-0.01702944,0.027107278,-0.0062062438,0.022553293,-0.008619677,0.01295401,-0.010031146,0.007629572,-0.011534613,0.0108819455,-0.026063265,0.007705051,-0.00703715,0.002608901,-0.0015190586,0.008828974,-0.003992064,0.0032609547,-0.0012602453,-0.0029777314,-0.0064457827,8.890946e-05,-0.010918577,mineiro
6.5255833,0.044676665,-0.006785141,0.1448975,0.07318234,-0.0180553,-0.008121464,-0.011393145,-0.022730207,0.028123334,-0.022618175,-0.0008822284,0.0009854137,0.0062760105,-0.021112723,0.04276502,-0.023463124,0.02314032,-0.003698624,0.01482251,-0.014224876,0.010098744,-0.013138268,0.000792703,-0.0029067637,-0.0011695838,-0.010717113,-0.0055272053,-0.0025872479,0.0033515196,-0.01429997,0.00976185,-0.014808414,0.007636599,-0.01015329,0.0022433363,-0.011320437,0.0037542672,-0.011346729,mineiro
6.6475925,0.00046379314,-0.037371583,0.10267005,0.06601195,-0.014812536,-0.041293867,-0.03892381,-0.03590092,0.028687019,-0.026157567,-0.013514221,0.008515608,0.023752058,-0.024824776,0.038414728,-0.017146483,0.012923461,0.008118609,0.0025010086,-0.0069652875,0.016676722,-0.018946568,0.014259132,-0.021478537,0.0066610966,-0.01078245,-0.00832636,-0.0051948647,-0.004097823,0.007131692,0.0122096995,-0.0024158205,0.017288333,-0.007685368,0.010254714,-0.01249101,0.00551726,-0.004082413,mineiro
6.4243526,0.028577788,0.02211095,0.17984621,0.12334706,-0.0001806448,-0.012874681,-0.015033488,-0.04278404,0.029319657,-0.033021417,-0.02674161,0.0075431676,0.011948785,-0.028692313,0.03540357,-0.0122804865,0.0127785625,0.0010350985,0.015540657,-0.024907347,0.012721257,-0.021305876,-0.002232032,-0.000745972,-0.0025650486,-0.018660186,-0.0048209103,-0.005796232,0.0004721918,-0.009070846,0.0046621296,-0.009681319,0.0074596936,-0.010733776,0.0020854226,-0.008984458,0.0005578641,-0.012468857,mineiro
6.3288174,0.060938276,0.0019419306,0.08671421,0.029530607,0.015991049,0.03975825,0.0019772407,-0.050514176,0.043937974,-0.012771128,0.0011652991,-0.0073699206,0.011221616,-0.0054201265,0.031920098,-0.012506786,0.02681857,-0.00048160763,0.016090386,-0.016652338,0.015086433,-0.017165836,0.012552195,-0.0048984275,-0.0030918021,-0.012215252,0.00028936472,-0.0045279274,0.006099931,-0.01101931,0.013119978,-0.00383404,0.009453211,-0.004235306,0.00830646,-0.0044715335,0.0019493719,-0.004957115,mineiro
6.300624,0.15523237,0.022699742,0.109114625,0.03921452,-0.04818312,0.005374656,-0.0065905578,-0.042939447,0.037475675,-0.015806628,0.009894873,0.0010737717,-0.0030679875,-0.0042049554,0.045262653,-0.024288332,0.026495732,-0.011399122,0.014282881,-0.019698739,0.016239936,-0.013239726,0.005767363,-0.006392031,0.0023581425,-0.01463086,0.0018406104,-0.0062272632,0.007815179,-0.009989952,0.0088629015,-0.009404933,0.00845804,-0.010786526,0.0071634655,-0.0066334917,0.0019055291,-0.008954605,mineiro
6.451683,-0.03253887,0.038626526,0.0903967,0.0477676,-0.015529214,0.02133435,-0.0043533132,-0.030358892,0.042940002,-0.025067959,0.0076995012,0.00085402164,0.021630561,-0.014880008,0.039728913,-0.009271151,0.027425354,-0.004241449,0.020652438,-0.020501051,0.014418326,-0.017812097,0.0035047035,-0.0003009786,-0.006505577,-0.008982299,-0.0015161223,-0.0076595056,0.0066186087,-0.01021037,0.0085768355,-0.006246095,0.0094438465,-0.0060808514,0.010480834,-0.006807226,0.007445702,-0.0071144192,mineiro
6.428553,0.24600384,0.02350048,0.112176344,-0.034909077,-0.07427284,0.08990763,-0.051655523,-0.06415959,0.0046674954,-0.04771488,0.017768836,-0.016554322,0.008197096,0.012066792,0.019994726,-0.031171443,0.03278752,-0.013851346,0.0017548619,-0.007520893,0.025120145,-0.019154219,0.008016702,-0.0065703164,0.0031125278,-0.013908596,0.0026357376,-0.010295744,0.0058337776,-0.006781851,0.0039693895,-0.0056438046,-0.00055527716,-0.00787826,0.0022439116,-0.00033684293,-0.0013725845,-0.00870575,mineiro
6.381483,0.3145408,-0.020888563,0.13006532,0.062165864,-0.06072152,0.063976705,0.007436082,-0.044987507,0.03277474,-0.06169856,0.00537345,-0.019753229,-0.00919074,0.010332213,0.034726318,0.004371948,0.009921682,-0.026045779,0.013459461,0.004051037,0.011383833,-0.023662418,0.0059564235,0.0010958454,-0.0011862982,-0.02134526,0.011488658,-0.011554484,-0.011437795,-0.0006987007,0.012846928,-0.0030672427,0.004576352,-0.0017332507,0.010443175,0.0036538353,0.0013538258,-0.0043164752,mineiro
6.5522137,0.06315591,0.009829785,0.090609565,-0.008295954,-0.009169733,0.06520575,-0.041215695,-0.014714167,0.016144829,-0.040727783,0.02558645,-0.025271095,0.0026269497,0.037112154,0.028603364,-0.01272654,0.035877533,-0.022108074,0.0065138726,-6.051483e-05,0.013916131,-0.02591913,0.012205234,-0.007123417,-0.0017548085,-0.012647728,0.0021836378,-0.0073049846,-0.0005225917,-0.0052762926,0.00941412,-0.001943866,0.002246633,-0.0052115535,0.008536022,0.00024167565,-0.0024619445,-0.009388576,mineiro
6.442265,0.20389843,-0.012845042,0.16172004,0.083409086,-0.047159478,0.040458497,-0.042143326,-0.036892336,0.009135297,-0.05377307,0.027534874,-0.0316854,-0.0024356695,0.024505816,0.043262888,-0.009597606,0.028465586,-0.013589921,0.010549505,-0.0108614545,0.015141431,-0.016063517,-0.00040096394,0.0018568597,0.0042542433,-0.013884553,0.0025891992,-0.0059839957,-6.106488e-05,0.00087424787,0.0043353066,-0.004777821,0.0053543425,-0.005047193,0.0045615663,-5.8871523e-05,0.002238663,-0.006492439,mineiro
6.407651,0.07886337,0.0064839167,0.12012793,0.09428016,-0.00952435,0.029269133,-0.015733298,-0.0005160925,0.0054243784,-0.054098662,0.013356209,-0.02240409,-0.0066905376,0.02325808,0.023811108,-0.005440775,0.037623916,-0.011009216,0.0053310967,0.00057658646,0.018336821,-0.014903721,0.004846259,-0.0099357255,0.0074475594,-0.01500123,-0.00025211723,-0.0054124664,-0.002850018,-0.0048687584,0.007332609,-0.00312994,0.007886007,-0.006169322,0.012570012,-0.0032051369,0.0010631393,-0.010699783,mineiro
6.4734874,0.1508748,0.0372306,0.102477,0.024117123,-0.026408209,0.062670305,-0.034469478,-0.043851446,-0.00966154,-0.04940597,0.017378666,-0.026160365,-0.0069789533,0.030420195,0.037766937,-0.012018105,0.04066821,0.0020319456,0.00764936,-0.019221151,0.017547794,-0.02266128,-0.0024340735,-0.010499781,0.007078703,-0.009876863,-0.005012993,-0.00087083515,-0.00029409578,-0.0066419677,-0.0023313083,-0.0040650098,0.0048506213,-0.0100064855,0.0071561774,0.00079468504,0.0010428585,-0.011365205,mineiro
6.3356743,0.19082227,0.019735675,0.14835964,0.045847643,-0.051114596,0.06245404,-0.006192154,-0.045109134,0.022579057,-0.035979453,0.005745949,-0.037410244,-0.0037738862,0.008004525,0.028400168,-0.01126631,0.030412877,-0.007844774,0.009511006,-0.0023564203,0.01630038,-0.019131716,0.0026501506,-0.0040832227,0.008086661,-0.018161703,0.0033445419,-0.002863841,-0.0040138825,-0.002626531,0.003997421,-0.005643818,-0.0016808191,-0.009774735,0.0020691233,-0.0030859697,0.00039192522,-0.009101183,mineiro
6.4140525,0.115231164,0.01266804,0.09708023,0.04106987,-0.01766253,0.04348219,-0.03598435,-0.020707896,0.010066589,-0.02344301,0.013251441,-0.025967915,0.0067863185,0.028875286,0.032501105,-0.014266815,0.043675907,-0.0012919132,0.0044731074,-0.0013468647,0.02569521,-0.016091,0.00089053955,-0.0030804528,0.0012840845,-0.015037083,-0.0020244522,-0.004988763,0.0010395055,-0.0053032096,0.009933934,0.00062345975,0.0047219913,-0.0041635474,0.011345799,-0.000661294,-0.00042183595,-0.007813787,mineiro
6.4915867,0.10282152,0.022452395,0.093312636,0.04884787,0.020380042,0.033561308,-0.019361287,-0.0050770594,0.015474505,-0.038857263,0.02357472,-0.027274713,-0.008776974,0.027605718,0.030939376,-0.0030835448,0.026007663,-0.013694123,0.008214282,0.0011827577,0.0076564495,-0.014842369,0.00464795,-0.008606086,0.0022464118,-0.012626813,7.2830015e-05,-0.009686478,-0.004587731,-0.0009946938,0.005519426,-0.003838063,0.008416018,-0.006650407,0.008458258,-0.005170642,-0.0010034554,-0.009836251,mineiro
6.4238997,0.13984844,-0.037563022,0.12789074,0.08666719,-0.015443145,0.043623418,-0.019266354,-0.038216256,0.017263489,-0.037971597,0.0053770007,-0.023718148,-0.009745811,0.0270205,0.022585379,-0.0059370357,0.02775241,-0.009275212,0.005878456,-0.004743028,0.011943049,-0.015904775,0.0036278446,-0.002492442,0.0063787233,-0.016047938,0.0067569874,-0.006672626,-0.0021790378,-0.0018901019,0.0071919863,-0.0043096626,0.0062017427,-0.0028824226,0.010078708,-0.0033371772,-0.0003809666,-0.0010653337,mineiro
6.388839,0.046569012,-0.0013340428,0.13309951,0.03984817,-0.016800044,0.065212384,-0.036771625,-0.034766186,0.013436898,-0.03308458,0.03660051,-0.013989269,-0.007938073,0.014158696,0.030327033,-0.007835878,0.022033874,-0.01589481,0.013222512,-0.0148005355,0.01920472,-0.018629575,0.010159533,-0.008188948,0.006678559,-0.007654781,0.0050023603,-0.0020323363,0.00091034727,-0.0011822537,0.007976313,-0.0118940715,0.008355251,-0.011845045,0.00657807,-0.0013150531,-0.0007107865,-0.0100308955,mineiro
6.1989827,0.15475783,-0.005087091,0.105653405,0.053901535,-0.014281734,0.037982184,-0.0345695,-0.026004769,0.0061821514,-0.03811067,0.024516705,-0.01942886,-0.0029517221,0.022129802,0.02628467,-0.010003466,0.030467626,-0.01144985,0.010768692,-0.011025781,0.019737637,-0.013869194,0.0051699188,-0.008375262,0.010256245,-0.010969722,-0.00045651812,-0.009618647,0.0024709494,-0.00051233557,0.006558457,-0.0048288074,0.005625993,-0.0068106446,0.0028365224,-0.0024553004,-0.0015608673,-0.008629689,mineiro
6.301464,0.2496049,-0.0036560276,0.099586345,0.049598232,-0.048232935,0.047453612,-0.024929767,-0.039038863,0.0053097964,-0.05588938,0.037910555,-0.018306848,-0.0076669645,0.028701412,0.027556157,-0.0019925383,0.022039365,-0.013093113,0.007128912,-0.012865303,0.012430568,-0.0102520045,0.010873909,-0.003402496,0.006646372,-0.008622481,0.0047357283,-0.0060578305,0.0021627988,0.0007318039,0.0043645096,-0.0016327259,0.006669558,-0.007268538,0.0053542997,-0.0014628646,-0.0014277382,-0.00788219,mineiro
6.378382,0.17424698,0.01734429,0.10382839,0.014968336,-0.044537913,0.039670788,-0.03659932,-0.03238854,0.01109069,-0.03871144,0.030524883,-0.023808535,-0.0035190633,0.023395974,0.033069454,-0.0065737385,0.029263016,-0.009277004,0.015632782,-0.0083803255,0.018344587,-0.015353678,0.004717474,-0.0066302465,-0.00055953034,-0.011688875,-0.0021034318,-0.00290383,0.0008993402,-0.0036804643,0.004629678,-0.0057490966,0.006262368,-0.005976184,0.0041465918,-0.0064441087,0.002500605,-0.010195391,mineiro
6.4964957,0.12225295,-0.000562752,0.14662041,0.05816345,-0.013569783,0.03863714,-0.011027875,-0.02545924,0.013106298,-0.046186987,0.020070266,-0.023691624,-0.009883039,0.02270394,0.01793777,-0.014663259,0.022187838,-0.011958824,0.008142978,-0.0041089244,0.01992996,-0.018616,0.0058999327,-0.0041766763,0.006578642,-0.0132880695,0.0034509215,-0.0010371081,0.00062483776,-0.0031790687,0.006075193,-0.0040359492,0.0036979667,-0.0065363487,0.0071211527,-0.00066558894,0.0018392991,-0.009453373,mineiro
6.588235,0.09740389,-0.01599139,0.08337841,0.05883587,-0.012156545,0.0330345,-0.058278896,-0.041420273,-0.010966384,-0.03636341,0.026489971,-0.024647929,-0.0047490164,0.028800342,0.03173711,-0.015357272,0.032730132,-0.0037545632,0.01339471,-0.017059848,0.024897886,-0.020764597,0.009386277,-0.013838805,0.00014000593,-0.0063830134,-0.010117672,-0.009431994,0.0020998195,-0.01438842,0.0014091282,-0.008781278,0.0016892141,-0.011756564,0.0010926081,-0.0018445934,-0.003463878,-0.0075606145,mineiro
6.4370666,0.06498255,0.0007708548,0.1761221,0.10418673,-0.01908174,0.045135725,-0.0071619456,-0.03478025,0.011082522,-0.06465581,0.008761948,-0.029874053,-0.013163661,0.02388517,0.024422226,-0.0028593966,0.025800148,-0.009788691,0.0071602017,-0.003462985,0.0115602305,-0.012501759,0.0041287662,-0.0055469805,0.007853562,-0.012361616,0.002869399,-0.0054911375,-0.0009401354,-0.0009252922,0.0033566386,-0.007602863,0.0049187825,-0.01083817,0.0089130495,-0.0048593157,0.0022397575,-0.009928047,mineiro
6.395967,0.20732589,0.0022471105,0.09031015,0.00046949863,-0.026185801,0.07877983,-0.018030806,-0.042622887,0.026635014,-0.043590356,0.021154378,-0.021681743,-0.004093749,0.016675731,0.026441403,-0.008527987,0.025915286,-0.007981966,0.011109108,0.0005261217,0.019613774,-0.021886604,0.005435931,-0.008484443,0.0048208614,-0.016398579,0.000347604,-0.0035052127,-0.0045803497,-0.0015418928,0.0061811726,-0.0040115016,0.01127323,-0.007689264,0.0087057315,-0.005377875,-0.0010476372,-0.011606518,mineiro
6.099594,0.18658747,0.012976887,0.10632744,0.039795343,-0.016193364,0.046225175,0.0016822565,-0.028419567,0.019085636,-0.045409545,0.020552771,-0.019872883,-0.00021723694,0.023480095,0.030128686,-0.004939446,0.021429567,-0.016495654,0.006944022,0.0023308299,0.008263344,-0.016815465,0.0017691035,-0.004874267,0.004954552,-0.018493237,0.0028426547,-0.012335495,0.0014601294,-0.00073188136,0.0055251983,-0.006125036,0.0037656392,-0.005957338,0.0061278264,-0.0055728285,0.0012463522,-0.008262604,mineiro
6.2457156,0.108443566,0.0446059,0.11562972,0.02017919,0.0028530136,0.052023962,-0.013028598,-0.025665835,0.011534918,-0.049395412,0.013401896,-0.019790104,-0.008035005,0.022411028,0.025104314,-0.0052587814,0.021027748,-0.0033258153,0.006424618,0.0022558817,0.0057308706,-0.010519775,0.0039240117,-0.013453504,0.008848043,-0.014882816,0.0045251395,-0.009624614,-0.0008598541,0.0022845084,-7.76961e-05,-0.004953434,0.006311028,-0.00720306,0.007970182,-0.0070244437,0.0030883655,-0.010471129,mineiro
6.397202,0.33646414,0.026267096,0.09311522,0.033092435,-0.05720496,-0.009933878,0.029029574,-0.102434255,0.01816859,-0.019306283,-0.011285218,0.004614449,0.0060895183,-0.023992494,0.0181438,-0.008430667,0.021140018,-0.007890437,0.016518043,-0.019053385,0.0048163137,-5.937819e-05,-0.0033927774,-0.0035986535,0.018742433,-0.01430901,0.007890408,0.0071665314,0.005346761,-0.010940483,-0.004004268,0.0010440423,0.0028681534,-0.006635356,0.0077827447,-0.0016622643,0.003205028,-0.00908462,mineiro
6.4620624,0.34103423,0.024615247,0.09462418,0.08414671,-0.02126655,-0.017180303,0.048609853,-0.07231207,0.020259626,-0.026050648,-0.027810108,-0.0118907485,0.008113436,-0.02099018,0.0031563113,-0.0018702686,0.016983798,0.0044073784,0.0135421455,-0.0012149467,0.013148227,-0.014416781,-0.0057403757,-0.0030586235,0.031197049,-0.02854673,0.0046017757,0.010977399,0.0018305809,-0.0133060785,0.003265216,-0.0024348143,0.0052395375,0.0012678842,0.0023080814,0.0036432182,0.0057400605,-0.0069448543,mineiro
6.338901,0.072264045,0.0025142033,0.07185057,0.043887362,0.014414959,-0.011629692,0.03989668,-0.05314187,0.03324117,-0.0008396012,0.0050524427,-0.015823297,0.022216199,-0.0018815275,0.010389702,-0.00081507897,0.03515576,-0.0009352565,0.027214743,-0.0075700525,0.016299715,-0.005743232,-0.0021869272,-0.0008858275,0.018104166,-0.014040163,0.008186966,0.0037300715,0.0081907865,-0.015506134,-0.0018558037,-0.0039577326,0.0020189395,-0.0056691975,0.0068230866,-0.0025702757,0.0057904283,-0.0040297974,mineiro
6.3224382,0.21861793,-0.004447359,0.109925844,0.09741383,-0.017917737,-0.02935486,0.031166498,-0.079104275,0.01933086,-0.0088957725,-0.01791735,-0.004446323,0.019955019,-0.019529562,0.0054685334,-0.0004981549,0.030127082,-0.011804949,0.026034296,-0.009231334,0.003552055,-0.00033839716,-0.0070929998,-0.005382379,0.027796777,-0.014449915,0.009554743,-0.004417385,0.0070472774,-0.012298759,-0.0038194265,-0.0059970818,0.0038805641,-0.007520945,0.005064817,-0.0030598515,0.005262353,-0.004579708,mineiro
6.4258566,0.16887619,0.021403987,0.095741384,0.10826139,0.017808825,-0.040051024,0.009558593,-0.061084826,0.02067359,-0.033593837,-0.017769007,-0.018422998,0.023056867,-0.017614212,0.006513566,0.004737847,0.032218337,-0.0037251662,0.033162132,-0.005225048,0.009713783,0.0029994436,-0.008803615,-0.0090658255,0.022997089,-0.016850803,0.0034512782,-0.0002346722,0.007597287,-0.014654841,0.0022258789,-0.008992806,0.0045265853,-0.004493684,0.005098631,-0.004138211,0.00733896,-0.009493781,mineiro
6.299443,0.13103858,0.039839167,0.12673245,0.062216636,0.015783958,-0.011108094,0.022224704,-0.07772124,0.013802075,-0.019875683,-0.003635826,-0.016514607,0.011826326,-0.012940799,0.025232075,-0.001973156,0.035202824,-0.002090131,0.02914235,-0.0038448598,0.0029992717,-0.0038783443,-0.009881034,-0.00717531,0.011792926,-0.010750978,0.009882332,3.78667e-05,0.0057018218,-0.01097851,0.004821542,-0.009776286,0.0035326774,-0.008425433,0.00448338,-0.008106594,0.0051718666,-0.0059140264,mineiro
6.323039,0.27473074,0.060348243,0.13998389,0.06562689,-0.0208829,-0.020625439,0.039388593,-0.07660812,0.006506116,-0.010968067,-0.021889206,-0.017917173,0.010984529,-0.024380649,0.005832804,-0.013928806,0.021888971,-0.0013144827,0.023220964,-0.0070009455,0.004982363,-0.0077536954,-0.007508608,-0.004821802,0.023898643,-0.014654536,0.0028072128,0.0018222914,0.008901255,-0.012755053,0.0070782076,-0.005794733,0.0037083682,-0.0018877693,0.0025952042,-0.0062322565,-0.00209262,-0.011171783,mineiro
6.4310055,0.1676503,0.020324145,0.088813916,0.059452675,0.017637998,-0.0060291053,0.01658801,-0.07004398,0.007081652,-0.020605057,-5.3982476e-05,-0.01331146,0.016660508,-0.004253657,0.012986767,-0.015365558,0.028889332,-0.008090341,0.025698842,-0.0112745995,0.0073801824,-0.0048089,-0.0041709268,-0.014626586,0.016396722,-0.014906911,-0.0011533675,-0.0013183277,0.00806397,-0.0132810585,-0.0031488037,-0.004937824,0.0018705778,-0.007862541,0.005662869,-0.007883906,-0.0017249113,-0.009982376,mineiro
6.4977703,0.17292814,0.020736571,0.089977905,0.061645694,0.024659427,-0.014450488,0.019241344,-0.06989487,0.013573907,-0.023494674,-0.0008880236,-0.015455751,0.016419899,-0.014443661,0.007200219,-0.0108749755,0.031791635,-0.004021402,0.016202139,-0.0026029598,0.0066378047,-0.0032689406,-0.0007148838,-0.013931189,0.022002323,-0.01533203,-0.0015494822,0.0028000965,0.0055269143,-0.0122019155,0.0030148777,-0.0041029295,0.003038204,-0.0049178475,0.0048311427,-0.0060788696,0.002965162,-0.01001766,mineiro
6.364819,0.18750891,-0.0063594254,0.11731928,0.12470935,0.017270707,-0.017044837,0.030312192,-0.089558914,0.010776444,-0.015025851,-0.015938295,-0.013894112,0.012623012,-0.015934667,0.011729282,-0.007091176,0.02416098,-0.00507748,0.018141983,-0.005198575,0.006966365,-0.008747167,-0.007545429,-0.006869835,0.026256232,-0.014668619,0.0041092834,0.00418196,0.0075801457,-0.013000787,0.001834533,-0.00877828,0.0049002795,-0.0044698943,0.004215693,-0.0040805815,0.0040353877,-0.006065215,mineiro
6.370231,0.054708533,-0.020865422,0.15460688,0.079206824,0.0068546985,-0.0021009906,0.02224718,-0.07701726,0.024552682,-0.0022501233,-0.004349663,-0.014410564,0.011889626,-0.025896112,0.020824067,0.0027978434,0.025879886,-0.016019102,0.004880934,0.0008943881,0.009125903,-0.0060668006,0.0006599558,-0.005402002,0.010652379,-0.005610135,0.0056213103,-0.0006190874,0.014009744,-0.009092969,0.0074543934,-0.0027667321,0.0031134828,-0.0030727384,0.0031586243,-0.008587275,-0.00093065883,-0.00906456,mineiro
